waterbody,date,dateNUTR,year,town,latitude,longitude,state,data_source,mult_survey,off_season,surfacearea_ha,surfaceaarea_sqm,perimeter_m,shoreline_development,depth_max_m,depth_avg_m,forested_shoreline_prop,inflow,outflow,FP_presence,FPcover_avg,FPcover_low_est,FPcover_max,FPcover_min,azolla,eichhornia_crassipes,lemna_minor,lemna_trisulca,lemna_valdiviana,riccia,spirodela_polyrhiza,wolffia,wolffia_borealis ,wolffia_brasiliensis ,allplant_species_richness,FP_species_richness,nonFP_species_richness,regime,azolla_cover_prop,lminor_cover_prop,lvaldiviana_cover_prop,ltrisulca_cover_prop,riccia_cover_prop,spolyrhiza_cover_prop,wolffia_cover_prop,wbrasiliensis_cover_prop,wborealis_cover_prop,TOTP_n,TOTP_avg,TOTP_SE,PO4_n,PO4_avg,PO4_SE,TOTN_n,TOTN_avg,TOTN_SE,NO3_n,NO3_avg,NO3_SE,NH4_n,NH4_avg,NH4_SE,totNtotP_n,totNtotP_avg,totNtotP_SE,PH_n,PH_avg,PH_SE,COND_n,COND_avg,COND_SE,DO_n,DO_avg,DO_SE,TEMP_n,TEMP_avg,TEMP_SE,ALK_n,ALK_avg,ALK_SE,secchi_n,secchi_avg,secchi_SE,notes,alisma,alisma_subcordatum,brasenia,cabomba,callitriche,callitriche_verna,callitriche_hetero,callitriche_stag,cardamine,ceratophyllum_dem,ceratophyllum_echin,charphyte,decodon,egeria,elatine,elatine_ameri,elatine_minima,elatine_triandra,eleocharis,eleocharis_acic,eleocharis_ellip,ellocharis_parv,elodea_canad,elodea_nutt,eriocaulon_aqua,fil_algae,glossostigma,gratiola,hydrilla,isoetes,isoetes_acad,isoetes_eaton,isoetes_echino,isoetes_engel,isoetes_lacus,isoetes_tuck,juncus,juncus_pelo,lobelia,ludwigia,ludwigia_dub,ludwigia_lac,ludwigia_pal,marsilea,megalodonta,myosotis,myriophyllum,myriophyllum_alt,myriophyllum_aqua,myriophyllum_hetero,myriophyllum_hetero_lax,myriophyllum_hum,myriophyllum_ten,myriophyllum_sibi,myriophyllum_spic,najas_flex,najas_grac,najas_guad,najas_minor,nasturtium,nelumbo,nuphar,nymphaea_odor,nymphaea_odor_odor,nymphaea_odor_tuber,nymphoides,nymphoides_cordata,nymphoides_pelt,peltandra,phragmites,polygonum,polygonum_amphi,polygonum_hydro,pontederia,potamogeton,potamogeton_ampli,potamogeton_berch,potamogeton_biculp,potamogeton_conferv,potamogeton_crispus,potamogeton_epi,potamogeton_foli,potamogeton_frie,potamogeton_grami,potamogeton_ilino,potamogeton_ilino_hybrid,potamogeton_natans,potamogeton_nodos,potamogeton_oakes,potamogeton_palus,potamogeton_perfo,potamogeton_pulch,potamogeton_pusil,potamogeton_prael,potamogeton_rich,potamogeton_robb,potamogeton_spir,potamogeton_vase,potamogeton_zost,proserpinaca,ranunculus,sagittaria,sagittaria_gram,sagittaria_lati,schoenoplectus,sparganium,sparganium_ameri,stuckenia,trapa,typha,typha_latif,sedge,utricularia,utricularia_gemi,utricularia_gibb,utricularia_inter,utricularia_macro,utricularia_mini,utricularia_mino,utricularia_purp,utricularia_radi,utricularia_subu,utricularia_vulg,vallisneria,zannichellia,zosterella
Cedar Pond,7/13/2012,7/13/2012,2012,North Branford,41.3206,72.7799,CT,MJM,Y,N,8.82,86226.681,1349.051,1.281,5.3,,0.9174,,,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,SAV,0,0,0,0,0,0,0,0,0,2,0.02982,0.00206,,,,2,0.79568,0.17854,,,,,,,,26.6837,,2,6.86,1.4,2,337.5,28.5,2,4.9,0.7,2,28.8,0.6,,,,,,,"Used ""6"" for nonFP based on 2005 survey; 0 for FP but this was a short survey",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cedar Pond,combined,7/13/2012,comb,North Branford,41.3206,72.7799,CT,CAES/MJM,Y,N,8.82,86226.681,1349.051,1.281,5.3,,0.9174,,,Y,0.0005,0.001,0.001,0,0,0,1,0,0,0,0,0,0,0,7,1,6,SAV,0,0.00097,0,0,0,0,0,0,0,3,0.0245,0.0052,,,,2,0.79568,0.17854,,,,,,,,26.6837,,3,7.2467,0.4954,3,284.5,32.6382,2,5.7,0.8,2,27.85,0.95,2,93.75,5.5,1,2.3,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Chaffee Lake,7/20/2009,7/20/2009,2009,Ashford,41.9394,72.1943,CT,CAES,N,N,21.04,210436.534,2593.43,1.603,3.3,,,,,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,SAV,0,0,0,0,0,0,0,0,0,2,0.0185,0.0065,,,,,,,,,,,,,,,,2,7.3,0.9,2,130.5,1.5,1,8.5,,1,26,,2,24.75,0.75,1,2.3,,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Chalkers Mill Pond,7/22/2005,7/22/2005,2005,Old Saybrook,41.3023,72.3967,CT,CAES,N,N,4.17,41682.621,1506.72,2.115,1,,,,,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,SAV,0,0,0,0,0,0,0,0,0,2,0.033,0,,,,,,,,,,,,,,,,2,5.75,0.05,2,146,7,1,1.3,,1,24.9,,2,19.88,5.625,1,0.5,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Chase Reservoir,8/8/2005,8/8/2005,2005,Killingly,41.8468,71.838,CT,CAES,N,N,28.77,293733.271,3404.65,1.772,3,,0.9542,,,Y,0.0005,0.0005,0.0005,0.0005,0,0,1,0,0,0,1,0,0,1,22,3,19,SAV,0,0.00016,0,0,0,0.00022,0,0.0001,0,2,0.0215,0.0035,,,,,,,,,,,,,,,,2,6.25,0.05,2,67.5,0.5,1,7.3,,1,28.1,,2,10.88,0.375,1,2.7,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
Clear Lake,7/19/2006,7/19/2006,2006,Guilford,41.3372,72.7411,CT,CAES,N,N,8.09,80937.128,1479.89,1.53,2.74,1.83,,,,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,SAV,0,0,0,0,0,0,0,0,0,2,0.059,0.011,,,,,,,,,,,,,,,,2,6.2,0.2,2,199.5,26.5,1,29.6,,1,7.1,,2,28,7,1,3,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coventry Lake,7/15/2008,7/15/2008,2008,Coventry,41.7709,72.3197,CT,CAES,N,N,150.95,1509477.445,8126.4,1.859,10,,,,,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,SAV,0,0,0,0,0,0,0,0,0,2,0.0345,0.0185,,,,,,,,,,,,,,,,2,6.5,0.3,2,57.5,36.5,1,8.2,,1,27.8,,2,24,8,1,3.3,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
Crescent Lake,7/27/2005,7/27/2005,2005,Enfield,42.0252,72.5222,CT,CAES,N,N,14.16,121355.319,2541.42,2.058,2.5,,0.6705,,,Y,0.0002,0.0002,0.0002,0.0002,0,0,1,0,0,0,0,0,0,0,7,1,6,SAV,0,0.00021,0,0,0,0,0,0,0,2,0.164,0.101,,,,,,,,,,,,,,,,2,5.9,0.1,2,152.5,5.5,1,7.1,,1,32.4,,2,27,1.5,1,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Lake (1),8/6/2004,8/6/2004,2004,Middletown,41.5219,72.6388,CT,CAES,Y,N,13.11,131118.148,3116.94,2.523,6,,,,,no data,,,,,,,,,,,,,,,7,,7,no dataSAV?,,,,,,,,,,2,0.019,0.006,,,,,,,,,,,,,,,,2,5.95,0.25,2,119.5,4.5,1,7.7,,1,24.3,,2,5.25,19.5,1,1.8,,no data on floating plants ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Lake (1),7/20/2009,7/20/2009,2009,Middletown,41.5219,72.6388,CT,CAES,Y,N,12.55,125452.549,3116.94,2.523,6,,,,,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,SAV,0,0,0,0,0,0,0,0,0,2,0.0525,0.0095,,,,,,,,,,,,,,,,2,5.5,0,2,78.95,7.45,1,0.7,,1,23.8,,2,11.25,0,1,1,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Lake (1),9/15/2010,9/15/2010,2010,Middletown,41.5219,72.6388,CT,CAES,Y,N,12.55,125452.549,3116.94,2.523,6,,,,,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,SAV,0,0,0,0,0,0,0,0,0,2,0.019,0.01,,,,,,,,,,,,,,,,2,6.35,0.15,2,138.5,2.5,1,7.8,,1,29.8,,2,45,23.25,1,1.7,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Lake (1),8/22/2011,8/22/2011,2011,Middletown,41.5219,72.6388,CT,CAES,Y,N,12.55,125452.549,3116.94,2.523,6,,,,,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,SAV,0,0,0,0,0,0,0,0,0,2,0.0596,0.0238,,,,,,,,,,,,,,,,2,6.8,0.2,2,147.5,42.5,1,8.2,,1,20.3,,2,57.05,3,1,1.3,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Lake (1),combined,8/22/2011,comb,Middletown,41.5219,72.6388,CT,CAES,Y,N,12.55,125452.549,3116.94,2.523,6,,,,,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,SAV,0,0,0,0,0,0,0,0,0,4,0.0375,0.0108,,,,,,,,,,,,,,,,4,6.15,0.2776,4,121.1125,15.2176,4,6.1,1.8032,4,24.55,1.9632,4,29.6375,12.6501,4,1.45,0.18,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Lake (2),7/22/2005,7/22/2005,2005,Old Saybrook,41.3011,72.414,CT,CAES,N,N,2.23,22134.207,1038.66,1.969,1.2,,1,,,Y,0.093,0.093,0.093,0.093,0,0,1,0,0,0,0,0,0,0,25,1,24,SAV,0,0.09304,0,0,0,0,0,0,0,2,0.0425,0.0075,,,,,,,,,,,,,,,,2,6.1,0.1,2,101.15,4.85,1,5.4,,1,24.8,,2,30.8,1.5,1,0.6,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
Crystal Lake (3),8/25/2005,8/25/2005,2005,"Ellington, Stafford",41.9361,72.3739,CT,CAES,N,N,75.84,726566.341,4601.91,1.523,12,,0.3402,,,Y,0.01,0.01,0.01,0.01,0,0,1,0,0,0,1,0,0,0,6,2,4,SAV,0,0.005,0,0,0,0.005,0,0,0,2,0.055,0.034,,,,,,,,,,,,,,,,2,7.05,0.15,2,147,40,1,6.78,,1,25.5,,2,60,0.75,1,2.9,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Crystal Pond,7/16/2009,7/16/2009,2009,Woodstock,41.9228,72.0993,CT,CAES,N,N,58.68,586794.181,4890.47,1.82,5,,,,,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,SAV,0,0,0,0,0,0,0,0,0,2,0.0805,0.0715,,,,,,,,,,,,,,,,2,6.2,0.2,2,63.55,1.85,1,9.5,,1,23.9,,2,14.65,0.35,1,2.3,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
Cusick Pond,9/9/2009,9/9/2009,2009,Bethany,41.3893,73.0297,CT,CAES,N,N,0.08,809.371,97.05,1.081,2,,,,,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,SAV,0,0,0,0,0,0,0,0,0,2,0.0185,0.0045,,,,,,,,,,,,,,,,2,6.55,0.05,2,82.5,2.5,1,10.1,,1,22.4,,2,55.15,4.85,1,2,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dayton Pond,7/8/2005,7/8/2005,2005,Wallingford,41.4076,72.8031,CT,CAES,Y,N,2.67,27158.852,1546.388,2.669,2,,1,,,Y,0.0037,0.0037,0.0037,0.0037,0,0,1,0,0,0,1,0,0,0,8,2,6,SAV,0,0.00159,0,0,0,0.00208,0,0,0,2,0.067,0.006,,,,,,,,,,,,,,,,2,6.8,0,2,208,2,1,6.7,,1,19.3,,2,87.38,19.125,1,1.4,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dayton Pond ,3/9/2012,3/9/2012,2012,Wallingford ,41.4076,72.8031,CT,MJM,Y,Y,2.67,27158.852,1546.388,2.669,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01641,0.00066,,,,,,,,,,,,,,,,2,7.11,0.13,2,212,3,2,8.2,1.8,2,9.5,1,,,,,,,Late winter  no plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dayton Pond ,7/13/2012,7/13/2012,2012,Wallingford ,41.4076,72.8031,CT,MJM,Y,N,2.67,27158.852,1546.388,2.669,2,,1,,,Y,0.0269,0.0269,0.0269,0.0269,0,0,1,0,0,0,1,0,0,0,8,2,6,SAV,0,0.02607,0,0,0,0.00081,0,0,0,3,0.03529,0.00295,,,,3,1.24104,0.25126,,,,,,,,35.1625,,3,7.85,0.316596483,3,251,2.081665999,3,15.86666667,0.484194635,3,21.43333333,0.233333333,,,,,,,"Used ""6"" for nonFP based on 2005 survey",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dayton Pond,combined,7/13/2012,comb,Wallingford ,41.4076,72.8031,CT,CAES/MJM,Y,N,2.67,27158.852,1546.388,2.669,2,,1,,,Y,0.0153,0.0269,0.0269,0.0037,0,0,1,0,0,0,1,0,0,0,8,2,6,SAV,0,0.01383,0,0,0,0.00145,0,0,0,3,0.0396,0.0148,,,,3,1.24104,0.25126,,,,,,,,35.1625,,3,7.2533,0.3115,3,223.6667,13.7154,2,11.28333333,4.583333333,2,20.36666667,1.066666667,2,87.38,6,1,1.4,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deer Lake,9/14/2009,9/14/2009,2009,Killingworth,41.3436,72.5887,CT,CAES,N,N,12.95,129499.405,2648.75,2.188,2.3,,,,,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,SAV,0,0,0,0,0,0,0,0,0,2,0.017,0.008,,,,,,,,,,,,,,,,2,5.8,0.1,2,65.6,0.3,1,7.8,,1,20.8,,2,21.4,1.1,1,1.3,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
Deer Lake Reservoir,9/14/2009,9/14/2009,2009,Killingworth,41.3412,72.5922,CT,CAES,N,N,2.43,24281.139,682.66,1.313,5,,,,,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,SAV,0,0,0,0,0,0,0,0,0,2,0.017,0.008,,,,,,,,,,,,,,,,2,5.8,0.1,2,65.6,0.3,1,7.2,,1,23.6,,2,21.4,1.1,1,3.7,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
Diamond Lake,7/14/2006,7/14/2006,2006,Glastonbury,41.6949,72.4823,CT,CAES,N,N,8.09,80937.128,1400.49,1.339,4,,,,,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,SAV,0,0,0,0,0,0,0,0,0,2,0.011,0,,,,,,,,,,,,,,,,2,6.45,0.15,2,67.5,0.5,1,7.8,,1,27.4,,2,5.65,0.35,1,2.5,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dividend Pond, Lower",6/20/2012,6/20/2012,2012,Rocky Hill,41.6462,72.6326,CT,CAES,N,N,0.53,4943.3,393.87,1.58,1,,1,,,Y,0.0635,0.0635,0.0635,0.0635,0,0,1,0,0,0,0,0,0,0,3,1,2,neither,0,0.0635,0,0,0,0,0,0,0,2,0.0521,0.0231,,,,,,,,,,,,,,,,2,7.55,0.05,2,355.5,5.5,1,7,,1,19.3,,2,69.75,0.75,1,1,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dividend Pond, Upper",6/20/2012,6/20/2012,2012,Rocky Hill,41.6458,72.6343,CT,CAES,N,N,2.35,22804.07,860.98,1.608,1,,0.7695,,,Y,0.0292,0.0292,0.0292,0.0292,0,0,1,0,0,0,0,0,0,0,7,1,6,SAV,0,0.0292,0,0,0,0,0,0,0,2,0.1733,0.1084,,,,,,,,,,,,,,,,2,7.4,0,2,331,1,1,9.5,,1,17.9,,2,69.4,0.4,1,0.9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
