Location_ID,Location_Name,Location_Setting,Location_Description,Ecology_Facility_Site_ID,Is_Location_a_Well,Address,City,State,Zip_Code,County,Watershed_WRIA,Ecology_Region,US_Congressional_District,State_Legislative_District,NHD_Reach_Code,NHD_Reach_Measure,NHD_Edit_Date,Calculated_Latitude_Decimal_Degrees_NAD83HARN,Calculated_Longitude_Decimal_Degrees_NAD83HARN,Horizontal_Coordinates_Represent,Horizontal_Coordinate_Accuracy,Horizontal_Coordinate_Collection_Method,Paper_Map_Scale,Township_Number,Township_Direction,Range_Number,Range_Direction,Section_Number,Quarter_Section_Township_Range,Quarter_Quarter_Section_Township_Range,Elevation_of,Elevation,Elevation_Units,Elevation_Datum,Elevation_Accuracy,Elevation_Collecton_Method,Sediment_Elevation_Reference,Location_Suspect_or_Rejected_Flag,Location_Suspect_Code,Location_Suspect_Description,Location_ID_Alias,Associated_Study_ID,Record_Created_On
FWM_DRYCH1,DRY (GRASS) LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Chelan,Chelan,Central Regional Office,8,12,1.702E+13,,7/25/2008 21:47,47.91155968,-120.1738408,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,28,N,21,E,22,SE,NE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_DRYGR1,DRY FALLS LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Grant,Grand Coulee,Eastern Regional Office,4,13,1.702E+13,,4/21/2006 15:52,47.60368842,-119.359142,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,24,N,28,E,6,SW,NW,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_DUCGR1,DUCK LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Grays Harbor,Lower Chehalis,Southwest Regional Office,6,24,1.71001E+13,,8/12/2009 11:12,46.96337169,-124.1405211,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,17,N,12,W,14,NE,SW,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_DUCOK1,DUCK (BIDE-A-WEE) LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Okanogan,Okanogan,Central Regional Office,4,12,1.702E+13,,4/22/2006 14:41,48.45496944,-119.5391141,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,34,N,26,E,10,SE,SE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_EASKI1,EASTON LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Kittitas,Upper Yakima,Central Regional Office,8,13,1.703E+13,,6/27/2006 4:14,47.24994245,-121.198234,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,20,N,13,E,3,SE,SE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_ECHSN1,ECHO LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Snohomish,Cedar-Sammamish,Northwest Regional Office,1,1,1.711E+13,,6/5/2006 15:19,47.78633763,-122.0514141,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,27,N,6,E,33,NW,,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_ELBTH1,ELBOW LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Thurston,Nisqually,Southwest Regional Office,3,20,1.711E+13,,6/27/2008 11:57,46.8343363,-122.4568674,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,16,N,3,E,32,NW,NE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_ELLFE1,ELLEN LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Ferry,Middle Lake Roosevelt,Eastern Regional Office,5,7,1.702E+13,,5/13/2008 23:39,48.49977107,-118.2570322,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,35,N,36,E,26,SW,,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_ELOSP1,ELOIKA LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Spokane,Little Spokane,Eastern Regional Office,5,7,1.70103E+13,,1/23/2009 7:44,48.02811435,-117.3805135,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,29,N,43,E,9,NE,SW,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_EMESA1,EMERLING (WOOD DUCK) POND,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,San Juan,San Juan,Northwest Regional Office,2,40,1.711E+13,,3/24/2006 12:53,48.52720229,-123.0831008,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,35,N,3,W,17,SE,NE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_ENTCO1,ENTIAT LAKE,"Lake, Pond, or Reservoir",Reservoir behind Rocky Reach Dam. Littoral zone for plant data.  See 'sample collection method' and 'field collection comment' for additional details,,N,,,WA,,Douglas,Moses Coulee,Central Regional Office,4,12,1.702E+13,,,47.775759,-120.125997,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,26,N,22,E,6,SW,,,,,,,,,,,,,FW_MACROPHYTE,5/19/2014 14:49
FWM_ERISK1,ERIE LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Skagit,Lower Skagit-Samish,Northwest Regional Office,2,40,1.711E+13,,4/25/2008 16:51,48.4527097,-122.6407156,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,34,N,1,E,11,NE,,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_EVEGR1,EVERGREEN LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Grant,Lower Crab,Eastern Regional Office,4,13,1.702E+13,,7/26/2012 0:00,47.12658702,-119.9187202,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,19,N,23,E,22,NE,SE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_EVESK1,EVERETT LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Skagit,Upper Skagit,Northwest Regional Office,1,39,1.711E+13,,1/3/2008 14:15,48.54288166,-121.7260208,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,35,N,8,E,11,NE,NE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_FAIGR1,FAILOR LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Grays Harbor,Lower Chehalis,Southwest Regional Office,6,24,1.71001E+13,,12/19/2008 8:42,47.10824955,-123.9589214,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,19,N,10,W,29,NW,,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_FANPE1,FAN LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Pend Oreille,Little Spokane,Eastern Regional Office,5,7,1.70103E+13,,6/17/2008 19:53,48.05744511,-117.4085218,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,30,N,43,E,32,NW,,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_FAWMA1,FAWN LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Mason,Kennedy-Goldsborough,Southwest Regional Office,10,35,1.711E+13,,5/10/2007 0:51,47.1627036,-123.068387,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,19,N,3,W,4,SW,NE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_FAZWH1,FAZON LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Whatcom,Nooksack,Northwest Regional Office,1,42,1.711E+13,,9/10/2009 23:37,48.86587915,-122.3677714,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,39,N,3,E,13,SW,,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_FENKI1,FENWICK LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,King,Duwamish-Green,Northwest Regional Office,9,33,1.711E+13,,9/11/2009 0:27,47.36623654,-122.2712536,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,22,N,4,E,27,NE,SE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_FERFE1,FERRY LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Ferry,Sanpoil,Eastern Regional Office,5,7,1.702E+13,,10/28/2005 21:17,48.52206229,-118.8131037,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,35,N,32,E,21,NE,NW,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_FIOKI1,FIORITO PONDS,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Kittitas,Upper Yakima,Central Regional Office,8,13,1.703E+13,,6/27/2006 4:41,46.93870605,-120.5038533,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,17,N,19,E,30,NE,NW,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_FISCH1,FISH LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Chelan,Wenatchee,Central Regional Office,8,12,1.702E+13,,9/12/2006 6:16,47.83453948,-120.704567,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,27,N,17,E,15,SW,SE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_FISLI1,FISHTRAP LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Lincoln,Palouse,Eastern Regional Office,5,13,1.70601E+13,,4/28/2009 14:22,47.34616189,-117.8268057,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,21,N,39,E,1,NE,NE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_FISOK1,FISH LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Okanogan,Okanogan,Central Regional Office,4,7,1.702E+13,,4/22/2006 14:34,48.61350571,-119.6977795,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,36,N,25,E,16,SE,SW,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_FIVKI1,FIVEMILE LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,King,Puyallup-White,Northwest Regional Office,8,30,1.711E+13,,12/27/2004 19:48,47.27279472,-122.2856897,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,21,N,4,E,27,SW,SE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_FLOPI1,FLORENCE LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Pierce,Kitsap,Southwest Regional Office,10,28,1.711E+13,,5/10/2007 0:52,47.16722654,-122.6873754,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,19,N,1,E,4,NW,NE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_FLOSN1,FLOWING LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Snohomish,Snohomish,Northwest Regional Office,1,39,1.711E+13,,7/20/2012 0:00,47.94719616,-121.9875904,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,28,N,6,E,1,NW,NW,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_FOROK1,FORDE LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Okanogan,Okanogan,Central Regional Office,4,7,1.702E+13,,3/29/2006 16:24,48.73659235,-119.6673776,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,37,N,25,E,2,NW,SW,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_FORSK1,FORLORN LAKES,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Skamania,Wind-White Salmon,Southwest Regional Office,3,14,1.70701E+13,,9/11/2006 1:27,45.95952163,-121.7564822,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,6,N,8,E,35,SE,SE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_FRACO1,FRANKLIN D. ROOSEVELT LAKE,"Lake, Pond, or Reservoir",Reservoir behind Grand Coulee Dam. Littoral zone for plant data.  See 'sample collection method' and 'field collection comment' for additional details,,N,,,WA,,Stevens,Middle Lake Roosevelt,Eastern Regional Office,5,7,1.702E+13,,,48.315825,-118.160458,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,33,N,37,E,33,,,,,,,,,,,,,,FW_MACROPHYTE,5/19/2014 14:49
FWM_FRAKI1,FRANCIS LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,King,Cedar-Sammamish,Northwest Regional Office,8,5,1.711E+13,,6/5/2006 15:32,47.47152976,-122.0770463,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,23,N,6,E,20,NW,NW,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_FRAPE1,FRATER LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Pend Oreille,Colville,Eastern Regional Office,5,7,1.702E+13,,3/4/2008 16:36,48.6559192,-117.4848667,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,36,N,42,E,3,NE,NW,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_FRASK1,FRANZ LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Skamania,Salmon-Washougal,Southwest Regional Office,3,14,1.708E+13,,8/6/2006 13:54,45.60496315,-122.077424,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,1,N,6,E,4,NW,NE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_FREKI1,FREEWAY POND,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Kittitas,Upper Yakima,Central Regional Office,8,13,1.703E+13,,6/27/2006 4:32,47.02636444,-120.6196075,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,18,N,18,E,29,NW,NW,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_FROSK1,FROG LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Skamania,Wind-White Salmon,Southwest Regional Office,3,14,1.70701E+13,,9/11/2006 1:52,45.70750196,-121.738053,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,3,N,8,E,36,NE,,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_GENKI1,GENEVA LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,King,Duwamish-Green,Northwest Regional Office,8,30,1.711E+13,,5/8/2008 9:09,47.29153406,-122.2813074,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,21,N,4,E,22,SE,NW,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_GIFYA1,GIFFIN LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Yakima,Lower Yakima,Central Regional Office,4,15,1.703E+13,,3/29/2007 23:51,46.24504825,-120.0417979,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,9,N,22,E,22,SE,SE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_GILST1,GILLETTE LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Stevens,Colville,Eastern Regional Office,5,7,1.702E+13,,11/16/2005 15:54,48.61463799,-117.5432534,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,36,N,42,E,20,NW,NW,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_GOOSK1,GOOSE LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Skamania,Wind-White Salmon,Southwest Regional Office,3,14,1.70701E+13,,9/11/2006 1:30,45.94118877,-121.7644477,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,5,N,8,E,11,NE,,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_GOOSN1,GOODWIN LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Snohomish,Snohomish,Northwest Regional Office,2,10,1.711E+13,,5/10/2007 0:46,48.14142675,-122.2945032,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,31,N,4,E,28,SE,NE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_GOSIS1,GOSS LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Island,Island,Northwest Regional Office,2,10,1.711E+13,,1/7/2010 14:32,48.03673234,-122.4796883,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,29,N,3,E,6,NW,NE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_GRASK1,GRANT LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Skamania,Wind-White Salmon,Southwest Regional Office,3,14,1.70701E+13,,9/11/2006 1:56,45.70036395,-121.7207104,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,3,N,9,E,31,SE,NW,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_GRAYA1,GRANGER POND,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Yakima,Lower Yakima,Central Regional Office,4,15,1.703E+13,,4/15/2011 14:39,46.33514821,-120.1934768,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,10,N,21,E,21,SE,,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_GREKI1,GREEN LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,King,Cedar-Sammamish,Northwest Regional Office,7,43,1.711E+13,,9/11/2009 3:44,47.67810986,-122.3384597,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,25,N,4,E,6,SE,SE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_GREOK1,GREEN LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Okanogan,Okanogan,Central Regional Office,4,12,1.702E+13,,4/22/2006 14:41,48.44778491,-119.629223,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,34,N,25,E,13,NE,SE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_GRIDO1,GRIMES LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,Wa,,Douglas,Moses Coulee,Central Regional Office,4,12,1.702E+13,,7/13/2006 14:48,47.71422019,-119.6079254,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,26,N,26,E,30,SE,SW,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_HALKI1,HALLER LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,King,Cedar-Sammamish,Northwest Regional Office,7,46,1.711E+13,,6/5/2006 15:20,47.71989567,-122.3338023,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,26,N,4,E,20,SW,SW,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_HALPE1,HALF MOON LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Pend Oreille,Pend Oreille,Eastern Regional Office,5,7,1.70102E+13,,11/29/2012 0:00,48.41125295,-117.2162769,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,34,N,44,E,35,NW,NW,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_HARPI1,HARTS LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Pierce,Nisqually,Southwest Regional Office,8,2,1.711E+13,,12/29/2004 15:28,46.89329641,-122.4693423,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,16,N,3,E,7,NE,NE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_HAVMA1,HAVEN LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Mason,Kitsap,Southwest Regional Office,6,35,1.711E+13,,8/16/2004 11:23,47.45695819,-122.9837706,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,23,N,2,W,30,NW,SE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_HEAGR1,HEART LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Grant,Lower Crab,Eastern Regional Office,4,13,1.702E+13,,6/19/2007 8:41,46.93049929,-119.1858551,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,17,N,29,E,28,SW,NE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_HEASK1,HEART LAKE (35N-01E-36),"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Skagit,Lower Skagit-Samish,Northwest Regional Office,2,40,1.711E+13,,1/22/2007 3:01,48.47458934,-122.6301949,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,35,N,1,E,36,SW,,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_HERAD1,HERMAN LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Adams,Lower Crab,Eastern Regional Office,4,9,1.702E+13,,6/19/2007 8:42,46.90057606,-119.1991538,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,16,N,29,E,5,SE,SE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_HERSN1,HERBERT G. WEST LAKE,"Lake, Pond, or Reservoir",Reservoir behind Lower Monumental Dam. Littoral zone for plant data.  See 'sample collection method' and 'field collection comment' for additional details,,N,,,WA,,Walla Walla,Lower Snake,Eastern Regional Office,5,16,1.70601E+13,,,46.599588,-118.241486,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,13,N,36,E,24,NW,SE,,,,,,,,,,,,FW_MACROPHYTE,5/19/2014 14:49
FWM_HERST1,HERITAGE LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Stevens,Colville,Eastern Regional Office,5,7,1.702E+13,,9/11/2009 3:18,48.63518656,-117.5247364,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,36,N,42,E,8,SE,NE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_HICTH1,HICKS LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Thurston,Deschutes,Southwest Regional Office,10,22,1.711E+13,,5/10/2007 0:53,47.02192078,-122.7970721,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,18,N,1,W,27,NW,,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
FWM_HIDDO1,HIDEAWAY LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Douglas,Moses Coulee,Central Regional Office,4,12,1.702E+13,,8/30/2006 8:02,47.38436216,-120.1471858,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,22,N,21,E,24,NW,SE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:41
